ID,CUSTOMER_ID,ORDER_DATE,SHIP_DATE,SHIP_MODE
2174,4925,2021-09-07,2021-09-11,Free Shipping
2175,2305,2021-09-07,2021-09-08,Standard Shipping
2176,5176,2021-09-07,2021-09-07,Express Shipping
2177,3933,2021-09-07,2021-09-08,Standard Shipping
2178,3177,2021-09-07,2021-09-07,Express Shipping
2179,3390,2021-09-07,2021-09-07,Express Shipping
2180,3677,2021-09-07,2021-09-09,Standard Shipping
2181,194,2021-09-08,2021-09-13,Free Shipping
2182,772,2021-09-08,2021-09-12,Free Shipping
2183,4785,2021-09-08,2021-09-12,Free Shipping
2184,3587,2021-09-08,2021-09-10,Standard Shipping
2185,982,2021-09-08,2021-09-11,Free Shipping
2186,2698,2021-09-08,2021-09-10,Standard Shipping
2187,4110,2021-09-08,2021-09-12,Free Shipping
2188,1395,2021-09-08,2021-09-13,Free Shipping
2189,5268,2021-09-09,2021-09-13,Free Shipping
2190,619,2021-09-09,2021-09-09,Express Shipping
2191,2315,2021-09-09,2021-09-10,Standard Shipping
2192,763,2021-09-09,2021-09-12,Free Shipping
2193,3382,2021-09-09,2021-09-10,Standard Shipping
2194,2404,2021-09-09,2021-09-13,Free Shipping
2195,3189,2021-09-10,2021-09-11,Standard Shipping
2196,2206,2021-09-10,2021-09-10,Express Shipping
2197,4936,2021-09-10,2021-09-10,Express Shipping
2198,4317,2021-09-10,2021-09-15,Free Shipping
2199,2,2021-09-10,2021-09-12,Standard Shipping
2200,702,2021-09-10,2021-09-10,Express Shipping
2201,1655,2021-09-10,2021-09-13,Free Shipping
2202,4193,2021-09-10,2021-09-13,Free Shipping
2203,1688,2021-09-11,2021-09-16,Free Shipping
2204,3695,2021-09-11,2021-09-11,Express Shipping
2205,1661,2021-09-11,2021-09-16,Free Shipping
2206,54,2021-09-11,2021-09-16,Free Shipping
2207,1493,2021-09-11,2021-09-11,Express Shipping
2208,3695,2021-09-11,2021-09-15,Free Shipping
2209,460,2021-09-11,2021-09-13,Standard Shipping
2210,2069,2021-09-11,2021-09-13,Standard Shipping
2211,1963,2021-09-11,2021-09-16,Free Shipping
2212,5043,2021-09-11,2021-09-16,Free Shipping
2213,3561,2021-09-11,2021-09-12,Standard Shipping
2214,1978,2021-09-12,2021-09-14,Standard Shipping
2215,921,2021-09-12,2021-09-14,Standard Shipping
2216,2116,2021-09-12,2021-09-14,Standard Shipping
2217,910,2021-09-12,2021-09-16,Free Shipping
2218,1090,2021-09-12,2021-09-12,Express Shipping
2219,1813,2021-09-13,2021-09-14,Standard Shipping
2220,1421,2021-09-13,2021-09-16,Free Shipping
2221,4781,2021-09-13,2021-09-13,Express Shipping
2222,4785,2021-09-13,2021-09-14,Standard Shipping
2223,1053,2021-09-13,2021-09-14,Standard Shipping
2224,472,2021-09-13,2021-09-14,Standard Shipping
2225,2317,2021-09-14,2021-09-16,Standard Shipping
2226,4386,2021-09-14,2021-09-15,Standard Shipping
2227,4305,2021-09-14,2021-09-16,Standard Shipping
2228,5399,2021-09-14,2021-09-16,Standard Shipping
2229,1740,2021-09-14,2021-09-18,Free Shipping
2230,3393,2021-09-14,2021-09-19,Free Shipping
2231,2442,2021-09-14,2021-09-17,Free Shipping
2232,4685,2021-09-14,2021-09-15,Standard Shipping
2233,2152,2021-09-14,2021-09-14,Express Shipping
2234,5595,2021-09-15,2021-09-17,Standard Shipping
2235,2693,2021-09-15,2021-09-15,Express Shipping
2236,2122,2021-09-15,2021-09-15,Express Shipping
2237,4011,2021-09-15,2021-09-19,Free Shipping
2238,1587,2021-09-15,2021-09-20,Free Shipping
2239,5583,2021-09-16,2021-09-17,Standard Shipping
2240,1054,2021-09-16,2021-09-18,Standard Shipping
2241,2612,2021-09-16,2021-09-21,Free Shipping
2242,2256,2021-09-16,2021-09-16,Express Shipping
2243,979,2021-09-16,2021-09-16,Express Shipping
2244,169,2021-09-16,2021-09-19,Free Shipping
2245,2646,2021-09-16,2021-09-21,Free Shipping
2246,2412,2021-09-16,2021-09-16,Express Shipping
2247,2735,2021-09-17,2021-09-18,Standard Shipping
2248,4998,2021-09-17,2021-09-18,Standard Shipping
2249,4651,2021-09-17,2021-09-19,Standard Shipping
2250,2818,2021-09-17,2021-09-22,Free Shipping
2251,2440,2021-09-18,2021-09-22,Free Shipping
2252,253,2021-09-18,2021-09-20,Standard Shipping
2253,3415,2021-09-18,2021-09-19,Standard Shipping
2254,1106,2021-09-18,2021-09-21,Free Shipping
2255,287,2021-09-18,2021-09-22,Free Shipping
2256,1203,2021-09-18,2021-09-21,Free Shipping
2257,5091,2021-09-18,2021-09-18,Express Shipping
2258,3561,2021-09-18,2021-09-20,Standard Shipping
2259,1648,2021-09-18,2021-09-20,Standard Shipping
2260,923,2021-09-19,2021-09-21,Standard Shipping
2261,2981,2021-09-19,2021-09-22,Free Shipping
2262,3096,2021-09-19,2021-09-24,Free Shipping
2263,4261,2021-09-19,2021-09-21,Standard Shipping
2264,3953,2021-09-19,2021-09-21,Standard Shipping
2265,4850,2021-09-20,2021-09-24,Free Shipping
2266,52,2021-09-20,2021-09-20,Express Shipping
2267,3002,2021-09-20,2021-09-25,Free Shipping
2268,874,2021-09-21,2021-09-25,Free Shipping
2269,5558,2021-09-21,2021-09-26,Free Shipping
2270,2068,2021-09-21,2021-09-22,Standard Shipping
2271,3773,2021-09-21,2021-09-22,Standard Shipping
2272,1456,2021-09-21,2021-09-21,Express Shipping
2273,5371,2021-09-22,2021-09-26,Free Shipping
2274,1271,2021-09-22,2021-09-24,Standard Shipping
2275,1501,2021-09-22,2021-09-22,Express Shipping
2276,3315,2021-09-22,2021-09-25,Free Shipping
2277,3836,2021-09-22,2021-09-27,Free Shipping
2278,4742,2021-09-22,2021-09-24,Standard Shipping
2279,3500,2021-09-22,2021-09-24,Standard Shipping
2280,4386,2021-09-22,2021-09-26,Free Shipping
2281,263,2021-09-22,2021-09-25,Free Shipping
2282,2041,2021-09-22,2021-09-23,Standard Shipping
2283,4954,2021-09-22,2021-09-24,Standard Shipping
2284,763,2021-09-22,2021-09-27,Free Shipping
2285,3110,2021-09-23,2021-09-24,Standard Shipping
2286,4092,2021-09-23,2021-09-26,Free Shipping
2287,1642,2021-09-23,2021-09-28,Free Shipping
2288,2398,2021-09-23,2021-09-26,Free Shipping
2289,999,2021-09-23,2021-09-27,Free Shipping
2290,5502,2021-09-24,2021-09-29,Free Shipping
2291,4488,2021-09-24,2021-09-29,Free Shipping
2292,3380,2021-09-24,2021-09-29,Free Shipping
2293,3447,2021-09-24,2021-09-29,Free Shipping
2294,1681,2021-09-24,2021-09-28,Free Shipping
2295,2041,2021-09-25,2021-09-30,Free Shipping
2296,4546,2021-09-25,2021-09-25,Express Shipping
2297,999,2021-09-25,2021-09-28,Free Shipping
2298,1513,2021-09-25,2021-09-28,Free Shipping
2299,5138,2021-09-25,2021-09-28,Free Shipping
2300,4989,2021-09-25,2021-09-30,Free Shipping
2301,1193,2021-09-25,2021-09-27,Standard Shipping
2302,3046,2021-09-26,2021-09-30,Free Shipping
2303,633,2021-09-26,2021-10-01,Free Shipping
2304,167,2021-09-26,2021-10-01,Free Shipping
2305,3990,2021-09-26,2021-09-26,Express Shipping
2306,1157,2021-09-26,2021-09-29,Free Shipping
2307,4176,2021-09-26,2021-09-30,Free Shipping
2308,2910,2021-09-26,2021-09-29,Free Shipping
2309,5249,2021-09-26,2021-09-27,Standard Shipping
2310,3905,2021-09-26,2021-09-30,Free Shipping
2311,316,2021-09-27,2021-09-27,Express Shipping
2312,3992,2021-09-27,2021-10-01,Free Shipping
2313,586,2021-09-27,2021-10-01,Free Shipping
2314,311,2021-09-27,2021-10-02,Free Shipping
2315,5176,2021-09-27,2021-10-01,Free Shipping
2316,1733,2021-09-27,2021-09-30,Free Shipping
2317,1169,2021-09-27,2021-09-28,Standard Shipping
2318,3786,2021-09-28,2021-10-02,Free Shipping
2319,3328,2021-09-28,2021-10-02,Free Shipping
2320,4486,2021-09-28,2021-10-02,Free Shipping
2321,764,2021-09-28,2021-09-29,Standard Shipping
2322,254,2021-09-28,2021-09-30,Standard Shipping
2323,4184,2021-09-28,2021-09-29,Standard Shipping
2324,5109,2021-09-29,2021-09-30,Standard Shipping
2325,4998,2021-09-29,2021-09-30,Standard Shipping
2326,3760,2021-09-29,2021-10-02,Free Shipping
2327,507,2021-09-29,2021-09-29,Express Shipping
2328,4728,2021-09-30,2021-09-30,Express Shipping
2329,2226,2021-09-30,2021-10-05,Free Shipping
2330,3250,2021-09-30,2021-10-01,Standard Shipping
2331,4220,2021-09-30,2021-10-04,Free Shipping
2332,1727,2021-09-30,2021-10-03,Free Shipping
2333,4313,2021-09-30,2021-10-02,Standard Shipping
2334,131,2021-09-30,2021-10-01,Standard Shipping
2335,2918,2021-09-30,2021-10-05,Free Shipping
2336,999,2021-09-30,2021-10-01,Standard Shipping
2337,910,2021-09-30,2021-10-02,Standard Shipping
2338,628,2021-09-30,2021-10-02,Standard Shipping
2339,3494,2021-10-01,2021-10-06,Free Shipping
2340,2212,2021-10-01,2021-10-01,Express Shipping
2341,2995,2021-10-01,2021-10-06,Free Shipping
2342,2921,2021-10-01,2021-10-06,Free Shipping
2343,1793,2021-10-01,2021-10-01,Express Shipping
2344,3461,2021-10-01,2021-10-03,Standard Shipping
2345,439,2021-10-01,2021-10-06,Free Shipping
2346,2152,2021-10-01,2021-10-05,Free Shipping
2347,1825,2021-10-02,2021-10-06,Free Shipping
2348,2926,2021-10-02,2021-10-04,Standard Shipping
2349,1744,2021-10-02,2021-10-03,Standard Shipping
2350,2760,2021-10-02,2021-10-03,Standard Shipping
2351,3852,2021-10-02,2021-10-02,Express Shipping
2352,211,2021-10-02,2021-10-04,Standard Shipping
2353,1914,2021-10-02,2021-10-07,Free Shipping
2354,1963,2021-10-02,2021-10-06,Free Shipping
2355,116,2021-10-02,2021-10-06,Free Shipping
2356,3868,2021-10-02,2021-10-04,Standard Shipping
2357,968,2021-10-03,2021-10-05,Standard Shipping
2358,2306,2021-10-03,2021-10-06,Free Shipping
2359,3653,2021-10-03,2021-10-04,Standard Shipping
2360,5217,2021-10-03,2021-10-07,Free Shipping
2361,4954,2021-10-03,2021-10-07,Free Shipping
2362,4066,2021-10-03,2021-10-06,Free Shipping
2363,2665,2021-10-03,2021-10-03,Express Shipping
2364,4848,2021-10-03,2021-10-07,Free Shipping
2365,3561,2021-10-04,2021-10-06,Standard Shipping
2366,1057,2021-10-04,2021-10-04,Express Shipping
2367,4756,2021-10-04,2021-10-04,Express Shipping
2368,3500,2021-10-04,2021-10-06,Standard Shipping
2369,4247,2021-10-04,2021-10-06,Standard Shipping
2370,4317,2021-10-04,2021-10-05,Standard Shipping
2371,4840,2021-10-04,2021-10-07,Free Shipping
2372,460,2021-10-04,2021-10-07,Free Shipping
2374,1723,2021-10-04,2021-10-06,Standard Shipping
2375,324,2021-10-05,2021-10-05,Express Shipping
2376,5111,2021-10-05,2021-10-10,Free Shipping
2377,3685,2021-10-05,2021-10-10,Free Shipping
2378,1423,2021-10-05,2021-10-09,Free Shipping
2379,4255,2021-10-05,2021-10-10,Free Shipping
2380,116,2021-10-05,2021-10-08,Free Shipping
2381,4371,2021-10-05,2021-10-05,Express Shipping
2382,3989,2021-10-05,2021-10-06,Standard Shipping
2383,3434,2021-10-06,2021-10-06,Express Shipping
2384,2378,2021-10-06,2021-10-07,Standard Shipping
2385,895,2021-10-06,2021-10-07,Standard Shipping
2386,1853,2021-10-06,2021-10-11,Free Shipping
2387,116,2021-10-06,2021-10-08,Standard Shipping
2388,2769,2021-10-07,2021-10-09,Standard Shipping
2389,1818,2021-10-07,2021-10-09,Standard Shipping
2390,1451,2021-10-07,2021-10-12,Free Shipping
2391,4194,2021-10-07,2021-10-09,Standard Shipping
2392,3415,2021-10-07,2021-10-08,Standard Shipping
2393,3008,2021-10-07,2021-10-08,Standard Shipping
2394,1019,2021-10-07,2021-10-11,Free Shipping
2395,4802,2021-10-07,2021-10-09,Standard Shipping
2396,4989,2021-10-08,2021-10-12,Free Shipping
2397,2977,2021-10-08,2021-10-12,Free Shipping
2398,1026,2021-10-08,2021-10-13,Free Shipping
2399,1699,2021-10-08,2021-10-08,Express Shipping
2400,2894,2021-10-08,2021-10-09,Standard Shipping
2401,5531,2021-10-08,2021-10-09,Standard Shipping
2402,628,2021-10-08,2021-10-09,Standard Shipping
2403,2495,2021-10-08,2021-10-12,Free Shipping
2404,2382,2021-10-09,2021-10-14,Free Shipping
2405,3880,2021-10-09,2021-10-09,Express Shipping
2406,1688,2021-10-09,2021-10-12,Free Shipping
2407,426,2021-10-09,2021-10-10,Standard Shipping
2408,2876,2021-10-10,2021-10-10,Express Shipping
2409,376,2021-10-10,2021-10-13,Free Shipping
2410,1203,2021-10-10,2021-10-12,Standard Shipping
2411,5205,2021-10-10,2021-10-13,Free Shipping
2412,2191,2021-10-10,2021-10-10,Express Shipping
2413,1022,2021-10-10,2021-10-12,Standard Shipping
2414,321,2021-10-10,2021-10-11,Standard Shipping
2415,925,2021-10-10,2021-10-13,Free Shipping
2416,5053,2021-10-10,2021-10-15,Free Shipping
2417,3461,2021-10-10,2021-10-14,Free Shipping
2418,4991,2021-10-11,2021-10-16,Free Shipping
2419,3784,2021-10-11,2021-10-13,Standard Shipping
2420,3647,2021-10-11,2021-10-14,Free Shipping
2421,530,2021-10-11,2021-10-11,Express Shipping
2422,4342,2021-10-11,2021-10-14,Free Shipping
2423,1300,2021-10-11,2021-10-12,Standard Shipping
2424,476,2021-10-11,2021-10-14,Free Shipping
2425,3715,2021-10-11,2021-10-12,Standard Shipping
2426,1631,2021-10-11,2021-10-12,Standard Shipping
2427,3700,2021-10-11,2021-10-11,Express Shipping
2428,2769,2021-10-11,2021-10-13,Standard Shipping
2429,5372,2021-10-11,2021-10-15,Free Shipping
2430,4194,2021-10-11,2021-10-15,Free Shipping
2431,2337,2021-10-12,2021-10-13,Standard Shipping
2432,4279,2021-10-12,2021-10-12,Express Shipping
2433,622,2021-10-12,2021-10-12,Express Shipping
2434,3563,2021-10-12,2021-10-13,Standard Shipping
2435,1454,2021-10-13,2021-10-16,Free Shipping
2436,5542,2021-10-13,2021-10-13,Express Shipping
2437,3762,2021-10-13,2021-10-13,Express Shipping
2438,4191,2021-10-13,2021-10-17,Free Shipping
2439,4057,2021-10-13,2021-10-17,Free Shipping
2440,3585,2021-10-13,2021-10-13,Express Shipping
2441,4044,2021-10-13,2021-10-14,Standard Shipping
2442,254,2021-10-13,2021-10-18,Free Shipping
2443,673,2021-10-13,2021-10-13,Express Shipping
2444,3725,2021-10-14,2021-10-14,Express Shipping
2445,3820,2021-10-14,2021-10-17,Free Shipping
2446,3695,2021-10-14,2021-10-15,Standard Shipping
2447,551,2021-10-14,2021-10-17,Free Shipping
2448,204,2021-10-14,2021-10-14,Express Shipping
2449,2151,2021-10-14,2021-10-19,Free Shipping
2450,412,2021-10-14,2021-10-15,Standard Shipping
2451,704,2021-10-14,2021-10-16,Standard Shipping
2452,3569,2021-10-14,2021-10-14,Express Shipping
2453,4935,2021-10-15,2021-10-16,Standard Shipping
2454,3267,2021-10-15,2021-10-20,Free Shipping
2455,116,2021-10-15,2021-10-19,Free Shipping
2456,106,2021-10-15,2021-10-17,Standard Shipping
2457,3383,2021-10-16,2021-10-20,Free Shipping
2458,4794,2021-10-16,2021-10-21,Free Shipping
2459,272,2021-10-16,2021-10-20,Free Shipping
2460,2895,2021-10-16,2021-10-17,Standard Shipping
2461,3514,2021-10-16,2021-10-18,Standard Shipping
2462,2077,2021-10-16,2021-10-21,Free Shipping
2463,4761,2021-10-16,2021-10-21,Free Shipping
2464,3933,2021-10-16,2021-10-19,Free Shipping
2465,1192,2021-10-16,2021-10-16,Express Shipping
2466,3773,2021-10-17,2021-10-20,Free Shipping
2467,1463,2021-10-17,2021-10-18,Standard Shipping
2468,2335,2021-10-17,2021-10-21,Free Shipping
2469,4261,2021-10-17,2021-10-22,Free Shipping
2470,3784,2021-10-17,2021-10-22,Free Shipping
2471,5121,2021-10-17,2021-10-17,Express Shipping
2472,1896,2021-10-17,2021-10-18,Standard Shipping
2473,4157,2021-10-17,2021-10-22,Free Shipping
2474,649,2021-10-17,2021-10-22,Free Shipping
2475,1174,2021-10-17,2021-10-18,Standard Shipping
2476,4054,2021-10-17,2021-10-19,Standard Shipping
2477,2810,2021-10-17,2021-10-22,Free Shipping
2478,2866,2021-10-17,2021-10-18,Standard Shipping
2479,158,2021-10-17,2021-10-21,Free Shipping
2480,5462,2021-10-18,2021-10-22,Free Shipping
2481,3372,2021-10-18,2021-10-19,Standard Shipping
2482,5391,2021-10-18,2021-10-21,Free Shipping
2483,1727,2021-10-18,2021-10-21,Free Shipping
2484,2154,2021-10-18,2021-10-18,Express Shipping
2485,151,2021-10-18,2021-10-23,Free Shipping
2486,2139,2021-10-18,2021-10-22,Free Shipping
2487,1936,2021-10-19,2021-10-24,Free Shipping
2488,3988,2021-10-19,2021-10-22,Free Shipping
2489,95,2021-10-19,2021-10-19,Express Shipping
2490,1144,2021-10-19,2021-10-19,Express Shipping
2491,3420,2021-10-19,2021-10-23,Free Shipping
2492,2035,2021-10-20,2021-10-22,Standard Shipping
2493,472,2021-10-20,2021-10-20,Express Shipping
2494,650,2021-10-20,2021-10-25,Free Shipping
2495,1558,2021-10-20,2021-10-22,Standard Shipping
2496,5316,2021-10-20,2021-10-21,Standard Shipping
2497,3706,2021-10-20,2021-10-25,Free Shipping
2498,155,2021-10-21,2021-10-24,Free Shipping
2499,879,2021-10-21,2021-10-24,Free Shipping
2500,713,2021-10-21,2021-10-23,Standard Shipping
2501,4128,2021-10-21,2021-10-23,Standard Shipping
2502,4413,2021-10-21,2021-10-22,Standard Shipping
2503,3248,2021-10-22,2021-10-23,Standard Shipping
2504,3974,2021-10-22,2021-10-24,Standard Shipping
2505,1979,2021-10-22,2021-10-25,Free Shipping
2506,4157,2021-10-22,2021-10-25,Free Shipping
2507,167,2021-10-22,2021-10-22,Express Shipping
2508,2160,2021-10-22,2021-10-25,Free Shipping
2509,2575,2021-10-22,2021-10-25,Free Shipping
2510,2524,2021-10-22,2021-10-25,Free Shipping
2511,1473,2021-10-23,2021-10-24,Standard Shipping
2512,163,2021-10-23,2021-10-24,Standard Shipping
2513,4405,2021-10-23,2021-10-25,Standard Shipping
2514,1932,2021-10-23,2021-10-28,Free Shipping
2515,3062,2021-10-23,2021-10-24,Standard Shipping
2516,2986,2021-10-24,2021-10-28,Free Shipping
2517,4146,2021-10-24,2021-10-27,Free Shipping
2518,5447,2021-10-24,2021-10-28,Free Shipping
2519,3936,2021-10-24,2021-10-28,Free Shipping
2520,5048,2021-10-24,2021-10-24,Express Shipping
2521,5527,2021-10-25,2021-10-30,Free Shipping
2522,3922,2021-10-25,2021-10-29,Free Shipping
2523,1842,2021-10-25,2021-10-28,Free Shipping
2524,921,2021-10-25,2021-10-25,Express Shipping
2525,1686,2021-10-25,2021-10-29,Free Shipping
2526,3690,2021-10-25,2021-10-29,Free Shipping
2527,2644,2021-10-25,2021-10-29,Free Shipping
2528,162,2021-10-25,2021-10-26,Standard Shipping
2529,1801,2021-10-25,2021-10-27,Standard Shipping
2530,2028,2021-10-25,2021-10-26,Standard Shipping
2531,650,2021-10-25,2021-10-26,Standard Shipping
2532,4785,2021-10-26,2021-10-29,Free Shipping
2533,2534,2021-10-26,2021-10-26,Express Shipping
2534,5064,2021-10-26,2021-10-26,Express Shipping
2535,5213,2021-10-26,2021-10-26,Express Shipping
2536,2202,2021-10-26,2021-10-28,Standard Shipping
2537,287,2021-10-26,2021-10-31,Free Shipping
2538,1471,2021-10-26,2021-10-30,Free Shipping
2539,3249,2021-10-26,2021-10-26,Express Shipping
2540,3404,2021-10-26,2021-10-30,Free Shipping
2541,3538,2021-10-27,2021-10-29,Standard Shipping
2542,2239,2021-10-27,2021-10-28,Standard Shipping
2543,390,2021-10-27,2021-10-29,Standard Shipping
2544,2315,2021-10-27,2021-10-27,Express Shipping
2545,4176,2021-10-27,2021-10-29,Standard Shipping
2546,2334,2021-10-27,2021-10-28,Standard Shipping
2547,2412,2021-10-27,2021-10-28,Standard Shipping
2548,3188,2021-10-27,2021-10-28,Standard Shipping
2549,1010,2021-10-27,2021-10-27,Express Shipping
2550,4790,2021-10-27,2021-10-30,Free Shipping
2551,3177,2021-10-27,2021-10-31,Free Shipping
2552,649,2021-10-28,2021-10-28,Express Shipping
2553,5240,2021-10-28,2021-10-28,Express Shipping
2554,2398,2021-10-28,2021-10-29,Standard Shipping
2555,2455,2021-10-28,2021-11-02,Free Shipping
2556,4044,2021-10-28,2021-11-01,Free Shipping
2557,1263,2021-10-29,2021-10-29,Express Shipping
2558,1395,2021-10-29,2021-10-31,Standard Shipping
2559,1967,2021-10-29,2021-11-03,Free Shipping
2560,3443,2021-10-29,2021-11-02,Free Shipping
2561,1904,2021-10-29,2021-10-30,Standard Shipping
2562,2760,2021-10-29,2021-11-02,Free Shipping
2563,968,2021-10-29,2021-11-03,Free Shipping
2564,1538,2021-10-29,2021-10-30,Standard Shipping
2565,4547,2021-10-29,2021-11-01,Free Shipping
2566,391,2021-10-29,2021-11-03,Free Shipping
2567,3390,2021-10-29,2021-11-02,Free Shipping
2568,917,2021-10-30,2021-10-31,Standard Shipping
2569,3730,2021-10-30,2021-10-31,Standard Shipping
2570,4798,2021-10-30,2021-11-02,Free Shipping
2571,2334,2021-10-30,2021-10-30,Express Shipping
2572,412,2021-10-30,2021-11-01,Standard Shipping
2573,359,2021-10-30,2021-10-30,Express Shipping
2574,2263,2021-10-30,2021-10-30,Express Shipping
2575,2122,2021-10-30,2021-11-02,Free Shipping
2576,1793,2021-10-30,2021-11-04,Free Shipping
2577,2279,2021-10-30,2021-11-04,Free Shipping
2578,181,2021-10-30,2021-11-04,Free Shipping
2579,3243,2021-10-31,2021-11-05,Free Shipping
2580,3671,2021-10-31,2021-11-01,Standard Shipping
2581,3389,2021-10-31,2021-10-31,Express Shipping
2582,2704,2021-10-31,2021-11-04,Free Shipping
2583,2733,2021-10-31,2021-11-04,Free Shipping
2584,4194,2021-10-31,2021-11-03,Free Shipping
2585,3978,2021-10-31,2021-11-03,Free Shipping
2586,5638,2021-10-31,2021-11-01,Standard Shipping
2587,3045,2021-10-31,2021-11-05,Free Shipping
2588,2226,2021-11-01,2021-11-01,Express Shipping
2589,2025,2021-11-01,2021-11-03,Standard Shipping
2590,3272,2021-11-01,2021-11-02,Standard Shipping
2591,1540,2021-11-01,2021-11-05,Free Shipping
2592,2601,2021-11-01,2021-11-01,Express Shipping
2593,4146,2021-11-01,2021-11-04,Free Shipping
2594,1554,2021-11-01,2021-11-05,Free Shipping
2595,3280,2021-11-02,2021-11-03,Standard Shipping
2596,4327,2021-11-02,2021-11-03,Standard Shipping
2597,3066,2021-11-02,2021-11-05,Free Shipping
2598,3855,2021-11-02,2021-11-03,Standard Shipping
2599,4270,2021-11-02,2021-11-02,Express Shipping
2600,4108,2021-11-02,2021-11-02,Express Shipping
2601,1306,2021-11-02,2021-11-03,Standard Shipping
2602,4308,2021-11-02,2021-11-07,Free Shipping
2603,4656,2021-11-02,2021-11-03,Standard Shipping
2604,1159,2021-11-02,2021-11-07,Free Shipping
2605,5470,2021-11-03,2021-11-03,Express Shipping
2606,3684,2021-11-03,2021-11-04,Standard Shipping
2607,1306,2021-11-03,2021-11-04,Standard Shipping
2608,4607,2021-11-03,2021-11-07,Free Shipping
2609,3835,2021-11-03,2021-11-05,Standard Shipping
2610,558,2021-11-03,2021-11-08,Free Shipping
2611,698,2021-11-03,2021-11-06,Free Shipping
2612,1963,2021-11-03,2021-11-06,Free Shipping
2613,688,2021-11-03,2021-11-07,Free Shipping
2614,1512,2021-11-03,2021-11-08,Free Shipping
2615,4247,2021-11-03,2021-11-04,Standard Shipping
2616,1019,2021-11-03,2021-11-07,Free Shipping
2617,2314,2021-11-04,2021-11-09,Free Shipping
2618,54,2021-11-04,2021-11-09,Free Shipping
2619,892,2021-11-04,2021-11-07,Free Shipping
2620,3043,2021-11-04,2021-11-07,Free Shipping
2621,2810,2021-11-04,2021-11-05,Standard Shipping
2622,4048,2021-11-04,2021-11-07,Free Shipping
2623,5250,2021-11-04,2021-11-08,Free Shipping
2624,3547,2021-11-05,2021-11-05,Express Shipping
2625,3390,2021-11-05,2021-11-08,Free Shipping
2626,1682,2021-11-05,2021-11-09,Free Shipping
2627,5182,2021-11-05,2021-11-05,Express Shipping
2628,2562,2021-11-05,2021-11-07,Standard Shipping
2629,3873,2021-11-05,2021-11-09,Free Shipping
2630,3840,2021-11-05,2021-11-06,Standard Shipping
2631,4191,2021-11-05,2021-11-09,Free Shipping
2632,4688,2021-11-06,2021-11-09,Free Shipping
2633,4884,2021-11-06,2021-11-06,Express Shipping
2634,3329,2021-11-06,2021-11-11,Free Shipping
2635,1137,2021-11-06,2021-11-07,Standard Shipping
2636,5461,2021-11-06,2021-11-07,Standard Shipping
2637,4633,2021-11-06,2021-11-08,Standard Shipping
2638,4088,2021-11-06,2021-11-10,Free Shipping
2639,3403,2021-11-06,2021-11-08,Standard Shipping
2640,64,2021-11-06,2021-11-09,Free Shipping
2641,869,2021-11-07,2021-11-11,Free Shipping
2642,2345,2021-11-07,2021-11-10,Free Shipping
2643,439,2021-11-07,2021-11-07,Express Shipping
2644,3556,2021-11-07,2021-11-12,Free Shipping
2645,2687,2021-11-07,2021-11-09,Standard Shipping
2646,2894,2021-11-07,2021-11-07,Express Shipping
2647,713,2021-11-07,2021-11-07,Express Shipping
2648,2977,2021-11-07,2021-11-09,Standard Shipping
2649,4732,2021-11-07,2021-11-12,Free Shipping
2650,9,2021-11-07,2021-11-08,Standard Shipping
2651,2244,2021-11-07,2021-11-07,Express Shipping
2652,4047,2021-11-07,2021-11-07,Express Shipping
2653,4176,2021-11-07,2021-11-11,Free Shipping
2654,5333,2021-11-08,2021-11-10,Standard Shipping
2655,113,2021-11-08,2021-11-09,Standard Shipping
2656,4493,2021-11-08,2021-11-11,Free Shipping
2657,934,2021-11-08,2021-11-12,Free Shipping
2658,2499,2021-11-09,2021-11-12,Free Shipping
2659,3270,2021-11-09,2021-11-13,Free Shipping
2660,2629,2021-11-09,2021-11-09,Express Shipping
2661,1722,2021-11-09,2021-11-13,Free Shipping
2662,4840,2021-11-10,2021-11-10,Express Shipping
2663,4532,2021-11-10,2021-11-11,Standard Shipping
2664,4261,2021-11-10,2021-11-14,Free Shipping
2665,1334,2021-11-10,2021-11-11,Standard Shipping
2666,2670,2021-11-11,2021-11-15,Free Shipping
2667,3183,2021-11-11,2021-11-14,Free Shipping
2668,56,2021-11-11,2021-11-13,Standard Shipping
2669,3762,2021-11-11,2021-11-15,Free Shipping
2670,1225,2021-11-11,2021-11-11,Express Shipping
2671,1007,2021-11-11,2021-11-12,Standard Shipping
2672,4493,2021-11-11,2021-11-11,Express Shipping
2673,2370,2021-11-12,2021-11-17,Free Shipping
2674,4295,2021-11-12,2021-11-15,Free Shipping
2675,2787,2021-11-12,2021-11-12,Express Shipping
2676,441,2021-11-12,2021-11-16,Free Shipping
2677,1232,2021-11-12,2021-11-16,Free Shipping
2678,419,2021-11-12,2021-11-17,Free Shipping
2679,3840,2021-11-12,2021-11-15,Free Shipping
2680,5595,2021-11-12,2021-11-15,Free Shipping
2681,4128,2021-11-12,2021-11-17,Free Shipping
2682,4316,2021-11-12,2021-11-13,Standard Shipping
2683,2244,2021-11-13,2021-11-17,Free Shipping
2684,4860,2021-11-13,2021-11-16,Free Shipping
2685,4989,2021-11-13,2021-11-14,Standard Shipping
2686,4838,2021-11-13,2021-11-14,Standard Shipping
2687,5003,2021-11-13,2021-11-13,Express Shipping
2688,5521,2021-11-13,2021-11-16,Free Shipping
